cycle,algorithm,onu_id,cls,size_bytes,arrival_ns,start_ns,end_ns,queue_delay_ns
1,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,31080,52280,52440,21200
1,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,31080,52440,52600,21360
1,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,31080,52600,52760,21520
1,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,0,52760,53960,52760
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,54960,54960,55120,0
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,54960,55120,55280,160
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,54960,55280,55440,320
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,55440,56640,480
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,56640,57840,1680
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,57840,59040,2880
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,59040,60240,4080
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,60240,61440,5280
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,61440,62640,6480
2,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,AF,1500,54960,62640,63840,7680
2,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,54960,65560,65720,10600
2,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,54960,65720,65880,10760
